label,source_split,text,ppl,k_min_probs_0.05,k_min_probs_0.1,k_min_probs_0.2,k_max_probs_0.05,k_max_probs_0.1,k_max_probs_0.2,zlib_ratio,ppl_ratio_synonym_substitution,ppl_ratio_butter_fingers,ppl_ratio_random_deletion,ppl_ratio_change_char_case,ppl_ratio_whitespace_perturbation,ppl_ratio_underscore_trick
member,train," 61 minutes. On 10 October 2015, Éder opened the scoring in a 3–1 away win over Azerbaijan, which sealed Italy's qualification for UEFA Euro 2016. On 31 May 2016, he was named to Conte's 23-man Italy squad for Euro 2016. On 17 June, he scored the only goal against Sweden in the 88th minute during the second group game, which qualified Italy to the Round of 16; he was named Man of the Match by UEFA.

Style of play
Éder is a quick, diminutive, yet tenacious forward with an accurate shot, who usually plays in a central role as a main striker, due to his pace, positional sense, attacking movement, tactical intelligence, and eye for goal, which make him particularly effective during counter-attacks. A versatile, hard-working, and technically gifted player, with good vision, he is also effective as a second striker, as a left winger, or even as an attacking midfielder, positions which allow him to provide depth to his team and participate in build-up plays, play off of his teammates, hold up the ball, and provide assists. Possessing substantial physical strength, despite his relatively small stature, he can also be effective in the air, as well as from set-pieces and penalties. In addition to his offensive and creative abilities, Éder has also stood out for his stamina and defensive work-rate, which make him extremely useful when his team are not in possession.

Career statistics

Club

International

International goals

Honours

Individual
Serie B top scorer: 2009–10 (27 goals)

References

External links

 Internazionale official profile
 Éder – Serie A competition record
 AIC profile 
 FIGC profile 
 
 
 

Category:1986 births
Category:Living people
Category:Italian footballers
Category:Brazilian footballers
Category:People from Santa Catarina (state)
Category:People of Venetian descent
Category:Brazilian people of Italian descent
Category:Italian people of Brazilian descent
Category:Association football forwards
Category:Campeonato Brasileiro Série A players
Category:Campeonato Brasileiro Série B players
Category:Criciúma Esporte Clube players
Category:Serie A players
Category:Serie B players
Category:Chinese Super League players
Category:Empoli F.C. players
Category",10.708437972331787,0.009173701206843058,0.026238093376159666,0.11233595072054396,9.0283203125,7.781875,6.395373774509804,0.0021913419835811417,0.7038313990580277,0.40325914244619343,0.5960790536171712,0.4179109615663526,0.42142074193781975,0.7720593534839073
member,train," of a personal name with some other name or word.
 Adsul, Texas — Adams and Sullivan, sawmill owners
 Albertha, North Dakota — Allen Town and Bertha Dickie
 Alikanna, Ohio — Alexander and Anna Beatty, town founders
 Allock, Kentucky — J. B. Allen and H. E. Bullock, mine owners
 Almena, Wisconsin — Albert and Wilhelmena Koehler, early settlers
 Alpat Lake (body of water in Saskatchewan) — Al Billwiller and Pat Gillis, prospectors
 Andale, Kansas — Anderson and Dale, early settlers
 Anjean, West Virginia — Ann and Jean, mother and daughter, respectively, of mine owner, Mr Leckie 
 Annabella, Utah — Ann S. Roberts and Isabella Dalton, early settlers
 Annada, Missouri — Ann and Ada Jamison, daughters of Carson Jamison, early settler
 Annelly, Kansas — Ann and Ellie, wife and daughter of a railroad official
 Annfred, West Virginia — Anna and Fred, railway official and wife
 Annis, Idaho — Ann Kearney (first postmistress) and the word ""island""
 Arizola, Arizona — Arizona and Ola Thomas, daughter of an early settler
 Artanna, Ohio — Arthur ""Art"" and Anna Wolfe, store owners
 Arthyde, Minnesota — Arthur and Clyde Hutchins, town founders
 Atolia, California — Atkins and DeGolia, mining company officials
 Austwell, Texas — Preston R. Austin and Jesse C. McDowell, founders
 Berclair, Texas — Bert and Clair Lucas, local ranchers
 Birkbeck, Illinois — two railroad officials: Birk and Beck
 Birome, Texas — Bickham and Jerome Cartwright, brothers, ranchers, landowners
 Broad Park, Indiana — J. C. Broadstreet and Hugh Parker, local landowners
 Brookneal, Virginia — John Brooke and Sarah Neal Brooke, husband and wife, owners of a tobacco warehouse
 Brownfield, Illinois — two prominent local citizens: John Brown and Lewis Field
 Carson, North Dakota — early businessmen: Frank Carter and David and Simon Pederson
 Churchill, Idaho — Church and Hill were common family names among the early settlers
 Clemscott, Oklahoma — Clem Brooks and Scott Sparks
 Coeburn, Virginia — W. W. Coe, Chief Engineer of the N&",29.08744900931554,0.014451771974563599,0.03747090816497803,0.14821739524018532,10.602213541666666,9.71,8.358379289215685,0.0034320842928886605,1.0069527471227515,0.6033633746827771,0.712568731972998,0.5695656280983129,0.5919213326411354,0.9043171743074444
member,train," of Swabia, the Duchy of Saxony, the Duchy of Franconia and the Duchy of Thuringia, unlike further west the County of Burgundy or Lorraine in Middle Francia. 

The Salian emperors (reigned 1027–1125) retained the stem duchies as the major divisions of Germany, but they became increasingly obsolete during the early high-medieval period under the Hohenstaufen, and Frederick Barbarossa finally abolished them in 1180 in favour of more numerous territorial duchies.

Successive kings of Germany founded a series of border counties or marches in the east and the north. These included Lusatia, the North March (which would become Brandenburg and the heart of the future Prussia), and the Billung March. In the south, the marches included Carniola, Styria, and the March of Austria that would become Austria.

Frankish Empire

After the fall of the Western Roman Empire in the 5th century, the Franks, like other post-Roman Western Europeans, emerged as a tribal confederacy in the Middle Rhine-Weser region, among the territory soon to be called Austrasia (the ""eastern land""), the northeastern portion of the future Kingdom of the Merovingian Franks. As a whole, Austrasia comprised parts of present-day France, Germany, Belgium, Luxembourg and the Netherlands. Unlike the Alamanni to their south in Swabia, they absorbed large swaths of former Roman territory as they spread west into Gaul, beginning in 250. Clovis I of the Merovingian dynasty conquered northern Gaul in 486 and in the Battle of Tolbiac in 496 the Alemanni tribe in Swabia, which eventually became the Duchy of Swabia.

By 500, Clovis had united all the Frankish tribes, ruled all of Gaul and was proclaimed King of the Franks between 509 and 511. Clovis, unlike most Germanic rulers of the time, was baptized directly into Roman Catholicism instead of Arianism. His successors would cooperate closely with papal missionaries, among them Saint Boniface. After the death of Clovis in 511, his four sons partitioned his kingdom including Austrasia. Authority over Austrasia passed back and forth from autonomy to royal subjugation, as successive Merovingian kings alternately united",15.01792367521932,0.003017991781234741,0.008283963203430176,0.05020962743198171,9.745442708333334,8.446875,7.090992647058823,0.0024363708628100085,0.8359073755068112,0.44784504314336576,0.7116685942366445,0.4627565171231518,0.4949335415266072,0.90298789748036
member,train," and Svend Rathsack's and Ivar Bentson's project was selected as the final winner.

 
The monument was officially inaugurated on 9 May 1928. Representatives of the Danish Royal Family, Government ministers, civil servants and representatives from commercial and cultural circles as well as surviving relatives of deceased sailors attended the ceremony. Speeches were held by King Christian X, the Chairman of the Danish Steamship Owners’ Association and the lord mayor of Copenhagen. A cantata specially written for the occation by Hans Hartvig Seedorff and Johan Hye-Knudsen was also sung at the event.

Over the years the limestone reliefs fell into an advanced state of decay. The base was originally carved in limestone but Italian marble was now opted for as a more weather resistant alternative. Restoration work was commenced in 2009 and the monument was reinaugurated Head of the Danish Shipowners’ Association, Mr. Peter Bjerregaard on 15 September 2011.

Description
 
The winged female figure, representing Remembrance (Mindet), was modelled over the classical Hellenistic sculpture of Nike of Samothrace. The names of the 101 Danish merchant ships that sunk during the First World War as well as the names of the 648 sailors who drowned.

The reliefs on the sides of the podium were inspired by Borobudur on Java. The front of the podium shows a dramatic scene with a ship that is sinking after colliding with a naval mine. Sailors are jumping overboard and being evacuated to another ship. The relief on the left rear side of the podium shows Mars pointing with his sword towards an eagle that is attacking a gull as a symbol of the Great Powers' assault on the small, peaceful nation. On the right rear side is a representation of Mercury with his winged helmet, God of trade and seafaring, pointing towards three doves.  The fourth relief depicts a fatherless family.

Models and sketches
 Model submitted for the competition on 26 September 1924. 1924. Depicted in Architecten, XXVI, 1924, p. 223.
 Sketch sent to the Magistrate on 21 October 1924. Stadsarkitektens Arkiv.
 Ivar Bentsen: Rendering of the monument and the surrounding terrain. 1924.
 Ivar Bentsen: Three renderings sent to the Magistrate on 18 maj 1925.. Stadsarkitektens Arkiv? 
 Model. Pl",27.696911937332985,0.01613930861155192,0.04615507125854492,0.1638484188154632,12.255208333333334,10.701875,8.653109681372548,0.0028509192485595843,0.8007239445319507,0.5331403995067298,0.702937953719445,0.5582388373131913,0.5375432773485276,0.948582505035339
member,train," but lost in the Republican primary, coming in third, and did not run for re-election to the House. After leaving the House he served as chairperson of the Oregon Government Ethics Commission from 1979 to 1981 and was on the Oregon Traffic Safety Commission. He remained out of elected office until he was elected to the Oregon House again in 1984. Representing District 29, he won re-election to successive two-year terms in 1986, 1988, and 1990. In July 1987, Republicans appointed his brother Jim to the Oregon State Senate, a seat Stan had hoped to be appointed to instead.

The seat became open when Tony Meeker was appointed as Oregon State Treasurer. Stan considered challenging his brother in the primary election the following May, but declined and ran for re-election in the House. The possible contest between brothers created some tension in the family. In August 1987, Stan declined to pursue the House Minority Leader position after Larry Campbell left the position. Bunn then ran in the 1992 election to replace  John Brenneman in Oregon Senate District 2, where Bunn then lived after redistricting. On July 2, 1992, he was appointed to the position when Brenneman resigned from the seat. His younger brother Tom was appointed to the House to fill Stan's seat the next day, which lead to three Bunns serving in the Oregon Legislative Assembly simultaneously.

Bunn won the November 1992 election and the four-year term in the Senate. He served through the 1996 special session representing parts of Yamhill, Lincoln, Polk, Lane, and Tillamook counties. While in the legislature this second time, he went against his party and voted to place a Democrat on the Northwest Power Planning Council, with his vote the decisive vote. Other work included writing and passing welfare reform to move recipients into the workforce and medical insurance portability for employees, both in 1995. Later legislator Larry George described Bunn as ""...more of a stoic character, more standoffish..."" while fellow legislator Bill Bradbury said ""[h]e really does absorb the facts of a situation,' and not just have an ideological view to it."" Bunn himself described his views as moderate.

In 1996, Stan ran in the Republican primary to represent Oregon's 1st congressional district, at a time when his brother Jim was running for re-election in Oregon's 5th Congressional district. One of six Republicans in the primary, he finished third in the race with Bill Witt winning the party's nomination. During his campaign",15.785657640762153,0.0082780122756958,0.040592098236083986,0.20350141151278628,9.684244791666666,8.26921875,6.931908700980392,0.0022597066204160915,0.7484070302733884,0.46666891716409764,0.6730912617760274,0.47986304445283995,0.5553771916809291,0.8433854640327068
member,train," tonight are wishing this for me and my family. I thank you. This is for you.""

At the 11th Satellite Awards on December 18, 2006, The Departed won awards for Best Ensemble, Motion Picture, Best Motion Picture, Drama, Best Screenplay – Adapted (William Monahan), and Best Actor in a Supporting Role (Leonardo DiCaprio).

In 2008, the American Film Institute nominated this film for its Top 10 Gangster Films list.

Home media 
The Departed was released by Warner Brothers on DVD in 2007. The film is available in a single-disc full screen (1.33:1), single-disc widescreen (2.40:1) edition, and 2-disc special edition. The second disc contains deleted scenes; a feature about the influence of New York’s Little Italy on Scorsese; a Turner Classic Movies profile; and a 21-minute documentary titled Stranger Than Fiction: The True Story of Whitey Bulger, Southie and The Departed about the crimes that influenced Scorsese in creating the film, including the story of James ""Whitey"" Bulger, upon whom Jack Nicholson's character is based.

The Region 1 version has three available audio tracks: English, Spanish, and French (all of which are in Dolby Digital 5.1), and three subtitle tracks (English, Spanish, French). The film was released on HD DVD and Blu-ray at the same time as the standard-definition DVD. The 2-Disc Special Edition was packaged in a Limited Edition Steelbook. It marked the first time that an Oscar-winning Best Picture was released to the home video market in DVD format only, as VHS was phased out by the start of 2006.

Music 
There were two albums released for The Departed, one presenting the original score composed for the film by Howard Shore, and the other featuring earlier recordings, mostly pop/rock songs, which were used on the soundtrack.

Soundtrack 

As with previous Scorsese films, Robbie Robertson had a hand in picking the music. The film opens with ""Gimme Shelter"" by The Rolling Stones (""Let It Loose"" also appears later on), and prominently plays ""I'm Shipping Up to Boston"" by Dropkick Murphys with lyrics written by Woody Guthrie, which gained the band some popularity and their first and only platinum selling single.",11.32344384711818,0.0008508463700612386,0.004636616706848145,0.0488672092849133,10.03515625,8.4728125,6.790441176470588,0.002067185053905178,0.7456293041733348,0.4251677325456344,0.6619387126318549,0.44925767639474146,0.4390249024293339,0.7593722871339952
nonmember,val," the album contributed to the success of the four albums released by each of the members in the wake of Déjà vu – Neil Young's After the Gold Rush, Stephen Stills' self-titled solo debut, David Crosby's If I Could Only Remember My Name, and Graham Nash's Songs for Beginners. In 2003, the album was placed at number 148 on Rolling Stone magazine's list of the 500 greatest albums of all time, moving up to 147 in a 2012 revised listing. The same year, the TV network VH1 named Déjà vu the 61st greatest album of all time. The album ranked at #14 for the Top 100 Albums of 1970 and #217 overall by Rate Your Music. It was voted number 106 in Colin Larkin's All Time Top 1000 Albums 3rd Edition (2000).

Track listing

Personnel
David Crosby – vocals all tracks except ""4+20""; rhythm guitar on ""Almost Cut My Hair,"" ""Woodstock,"" ""Déjà vu,"" ""Country Girl,"" and ""Everybody I Love You""
Stephen Stills – vocals all tracks except ""Almost Cut My Hair""; guitars all tracks except ""Our House""; keyboards on ""Carry On,"" ""Helpless,"" ""Woodstock,"" and ""Déjà Vu""; bass on ""Carry On,"" and ""Teach Your Children""; percussion on ""Carry On""
Graham Nash – vocals all tracks except ""Almost Cut My Hair"" and ""4+20""; keyboards on ""Almost Cut My Hair,"" ""Woodstock,"" ""Our House,"" and ""Everybody I Love You""; rhythm guitar on ""Teach Your Children"" and ""Country Girl""; percussion on ""Carry On"" and ""Teach Your Children""
Neil Young – vocals on ""Helpless"" and ""Country Girl""; guitars on ""Almost Cut My Hair,"" ""Helpless,"" ""Woodstock,"" ""Country Girl,"" and ""Everybody I Love You""; keyboards, harmonica on ""Country Girl""

Additional musicians

 Dallas Taylor – drums all tracks except ""4+20""; tambourine on ""Teach Your Children""
 Greg Reeves – bass on ""Almost Cut My Hair,"" ""Helpless,"" ""Woodstock,"" ""Déjà vu"", ""Our House,"" ""Country Girl,"" and ""Everybody I Love You""
 Jerry Garcia – pedal steel guitar on ""Teach Your Children""
 John Sebastian – harmonica on ""Déjà vu""

Production

 Cros",11.972405746746004,0.0020127594470977783,0.00930276393890381,0.041801796239965106,9.842447916666666,8.7340625,7.363740808823529,0.0030055744318701074,0.6922221853206935,0.41120297625081687,0.6491670399827828,0.40901460794645295,0.44246333775291075,0.7553094453908591
nonmember,val,"

Tom Juravich is a professor of Labor Studies at the University of Massachusetts Amherst.  He is also the director of the UMass Amherst Labor Relations and Research Center (LRRC), and director of the LRRC's Union Leadership and Administration program.

Juravich is also a musician and labor movement activist.

Education and career
Juravich, a former mechanic, received a Ph.D. in sociology in 1984 from the University of Massachusetts Amherst.

From 1984 to 1993 he was an assistant professor in the Department of Labor Studies at Penn State University.  While at Penn State, he also directed a workers' education program for wage-earners in the Philadelphia area.

In 1994, Juravich obtained an appointment as a professor of labor studies at UMass Amherst.

Research focus
Juravich's research interests focus on union organizing, comprehensive campaigns (also known as corporate campaigns or comprehensive campaigns), the nature of work, and labor history and culture.

Juravich is a highly regarded expert on labor union organizing and collective bargaining strategies.  Along with co-author Kate Bronfenbrenner, Juravich introduced rigorous statistical methodology and survey techniques to a field which had been dominated by case studies. His most notable contribution in this regard were two papers.  The first was the 1994 work 'The Promise of Union Organizing in the Public and Private Sectors,' co-authored with Bronfenbrenner. In 1995, Bronfenbrenner and Juravich co-wrote a second work, 'Union Tactics Matter: The Impact of Union Tactics on Certification Elections, First Contracts, and Membership Rates.' Based in part on Bronfenbrenner's doctoral dissertation, the two papers were widely distributed throughout the labor movement and had a significant impact in promoting union organizing as a key issue in the 1995 AFL-CIO presidential race. Both papers have been combined, updated and published, in various journals and books, a number of times since then.

Juravich is also well known for a study of anti-union tactics utilized by employers in NLRB-sponsored union organizing elections. In 1995, Bronfenbrenner and Juravich co-wrote 'The Impact of Employer Opposition on Union Certification Win Rates: A Private/Public Sector Comparison.' Previously, individual labor unions—and, to a lesser extent, the AFL-CIO",8.118934670294978,0.00024017691612243652,0.0011474084854125976,0.02406899368061739,9.1171875,7.9734375,6.273897058823529,0.0018952026672640814,0.6939293285113449,0.40146617229527576,0.524309432224046,0.4109092826992361,0.39805246900701885,0.7841601358806716
nonmember,val," plantation home in British East Africa, it is destroyed by invading German troops from Tanganyika. On his return he discovers among many burned bodies one that appears to be the corpse of his wife, Jane Porter Clayton. Another fatality is the Waziri warrior Wasimbu, left crucified by the Germans. (Wasimbu's father Muviro, first mentioned in this story, goes on to play a prominent role in later Tarzan novels.)

Maddened, the ape-man seeks revenge not only on the perpetrators of the tragedy but upon all Germans, and sets out for the battle front of the war in west Africa. On the way he has a run-in with a lion (or Numa, as it is called by the apes among whom Tarzan was raised), which he traps in a gulch by blocking the entrance. Upon reaching the front he infiltrates the German headquarters and seizes Major Schneider, the officer he believes led the raid on his estate. Returning to the gulch, he throws Schneider to the lion. Tarzan goes on to help the British forces in various ways, including setting the lion loose in the enemy trenches. Tarzan later kills von Goss, another German officer involved in the attack on the Greystoke estate.

He then becomes embroiled in the affairs of Bertha Kircher, a woman he has seen in both the German and British camps, and believes to be a German spy, particularly after he learns she possesses his mother's locket, which he had given as a gift to Jane. His efforts to retrieve it lead him to a rendezvous between Kircher and Captain Fritz Schneider, brother of the Major Schneider Tarzan previously threw to the lion, and the actual commander of the force that burned his estate. Killing Schneider, Tarzan believes his vengeance complete. Abandoning his vendetta against the Germans he departs for the jungle, swearing off all company with mankind.

Seeking a band of Mangani, the species of apes among whom he had been raised, Tarzan crosses a desert, undergoing great privations. Indeed, the desert is almost his undoing. He only survives by feigning death to lure a vulture (Ska in the ape language) into his reach. He then catches and devours the vulture, which gives him the strength to go on. The scene is a powerful one, a highlight both of the novel and of the Tarzan series as a",24.057786979335148,0.0076389312744140625,0.04419952392578125,0.2230369717467065,9.638671875,8.7071875,7.597579656862745,0.002829589614830898,0.7624895479596218,0.5395798981109975,0.7095485783776363,0.5223345120060618,0.5405933839048462,0.920904656723749
nonmember,val,"Gertrud Leistikow was born on 12 September 1885 in Bückeburg, Lower Saxony.
She attended girls' schools in Metz and Spa, and studied graphic design and painting in the class of Max Frey at the Academy of Applied Arts in Dresden, where in 1904 she experienced a performance of Émile Jaques-Dalcroze. She learned the basics of the Delsarte system from Hedwig Kallmeyer in Berlin. 
Leistikow began to dance between 1906 and 1910. Drawings by Dora Brandenburg-Polster in 1911 show her as a nude dancer. 
In 1914 Leistikow's solo performances already drew considerable crowds in St. Petersburg, Moscow, Lausanne, Utrecht and Sarajevo.
In the summer of 1914 Leistikow joined Rudolf von Laban's troupe in Ascona, where in addition to Mary Wigman she had a major role in Laban's dance drama ""triumph of the victim"" by Hans Brandenburg.  In 1916 she starred in a tour through Germany and the Netherlands.

After her marriage to a Dutch flower dealer, she rarely left Holland.
Leistikow directed three dance schools in Amsterdam, The Hague and Rotterdam. 
A trip to the Dutch East India caused them to open three more schools in 1924.
In 1931 she set up the Rotterdam School of Dance with the Dutch dancer and teacher Corrie Hartong, who was 21 years younger.  The two disagreed over objectives, and after three years Leistikow left.
She gave farewell tours through the Netherlands in the years 1929, 1930 and 1937. 
Nevertheless, she again toured from 1938 to 1939 in the Dutch East Indies.
At the outbreak of the Second World War, Leistikow returned to the Netherlands and opened another dance school. 
She distanced herself from the Nazi-friendly Dutch dance culture of the time.

Gertrud Leistikow kept her face expressionless, and often hid it behind scarves, veils and masks to draw the attention of the viewer to the rest of her body. Drawings and photographs often show Leistikow naked, but with her face covered.
A dance photo of Leistikow on gelatin silver chloride made in 1912 by the photographer Hugo Erfurth has been exhibited since 1982 at the Folkwang Museum.
Leistikow died",19.348322029682596,0.0011868874231974285,0.008301029205322266,0.13829082601210652,9.869140625,8.84203125,7.431602328431373,0.0027006432989092085,0.8595537140591062,0.5037036227917668,0.7144459755481206,0.4861964857029213,0.5104877651630124,0.9440084956462019
